poi_id,dedupe_key,name,lon,lat,primary_category,display_priority,quality_score,walk_affinity_hint,drive_affinity_hint,wikipedia_title,short_description,description_map_v1,description_card_v1,description_subcategory_v1,description_confidence_v1,description_basis_v1,address,evidence_sources,preferred_aliases,active_themes,record_origin,source_basis,evidence_strength,description_status,description_method,description_review_status,claim_basis,risk_flags,merged_from,merge_reason
395ef154-31d6-42e9-a83b-51410d65cefb,osm:node/4578312605,Gerald Peters Gallery,-105.9340007,35.6817418,art,50,75,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery on Paseo de Peralta within Santa Fe's mapped historic district fabric, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery on Paseo de Peralta within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,low,historic_district,1005 Paseo de Peralta,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
2e961468-ea91-4cff-835f-9bfbdbec17c4,osm:node/12162590093,K Contemporary,-105.9338144,35.6839389,art,50,75,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on East Canyon Road within Santa Fe's mapped historic district fabric, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery or art space on East Canyon Road within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,low,historic_district,203 East Canyon Road,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
72b5126d-f726-42ee-9c46-fab1dad25df3,osm:node/10738069465,KSG Fine Art,-105.9389608,35.6867731,art,50,75,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on East San Francisco Street within Santa Fe's mapped historic district fabric, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery or art space on East San Francisco Street within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,low,historic_district,66 East San Francisco Street,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
7d297f57-9298-4e7b-b70e-98108ebcc21b,osm:node/4576042791,Ronnie Layden Fine Art,-105.9232516,35.6800195,art,50,75,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Canyon Road within Santa Fe's mapped historic district fabric, useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.",A gallery or art space on Canyon Road within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.,gallery_art_space,low,historic_district,901 Canyon Road,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
f1d90902-7ac6-445e-b8e6-4a0acf2860bc,osm:relation/6979381,Santa Fe Art Institute,-105.9806102,35.65787845,art,50,75,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Alumni Drive in Santa Fe, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery or art space on Alumni Drive in Santa Fe. It is most useful for reading the commercial and cultural density created by clustered gallery space. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.,gallery_art_space,low,wikidata_id,31 Alumni Drive,,,,database,osm_overpass|wikidata_id,low,generated_draft,deterministic_draft,unreviewed,wikidata_id,low_confidence|low_evidence,,
b3145c66-efd3-4aa5-8587-93612be3aa51,osm:way/1352285084,Lincoln Avenue,-105.93886376995027,35.6878070571418,civic,50,75,0.9,0.75,,Civic space that helps explain the structure of public life.,"A plaza and civic core within Santa Fe's mapped historic district fabric, useful for reading how small passages and pedestrian shortcuts structure downtown movement.",A plaza and civic core within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. The current record maps it as a pedestrian passage. It is most useful for reading how small passages and pedestrian shortcuts structure downtown movement.,civic_space_plaza,medium,historic_district,,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,medium,generated_draft,deterministic_draft,unreviewed,historic_district,civic_sensitivity,,
111dba82-ddc5-49f0-8405-69d9f45246e2,osm:way/486208157,SFFD Training Tower,-105.99767693778941,35.66230995056399,civic,50,75,0.55,0.9,,"Infrastructure trace that reveals labor, circulation, or water systems.","A tower landmark in Santa Fe, useful for reading vantage, circulation, and symbolic marking in the built landscape.","A tower landmark in Santa Fe. The current source description notes that it is approx height. It is most useful for reading vantage, circulation, and symbolic marking in the built landscape. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.",infrastructure_landmark,medium,source_description_tag,,,,,database,osm_overpass,medium,generated_draft,deterministic_draft,unreviewed,source_description_tag,civic_sensitivity,,
16e07a46-48a7-4453-85c4-cfa7d2f3c364,osm:way/475200903,Christ Lutheran Church,-105.9399643954344,35.65616088611528,culture,50,75,0.55,0.6,,Ritual or religious site with strong cultural continuity.,"A place of worship on Arroyo Chamiso in Santa Fe, useful for reading religious presence in the local built landscape.",A place of worship on Arroyo Chamiso in Santa Fe. It is most useful for reading religious presence in the local built landscape. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.,ritual_religious_site,low,,1701 Arroyo Chamiso,,,,database,osm_overpass,low,generated_draft,deterministic_draft,unreviewed,category_fallback,low_confidence|low_evidence|category_fallback|culture_sensitivity,,
f531c186-afd6-4ac3-9b2b-9490580e0b16,osm:way/474449883,Greer Garson Theatre,-105.97805283236987,35.65907612679134,culture,50,75,0.75,0.6,,Cultural venue that signals local performance and public life.,"A performance venue in Santa Fe, useful for reading performance, film culture, and public life at street level.","A performance venue in Santa Fe. The current record treats it as a theater or cinema venue. It is most useful for reading performance, film culture, and public life at street level. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.",performance_cultural_venue,low,source_specific_text,,,,,database,osm_overpass,low,generated_draft,deterministic_draft,unreviewed,source_specific_text,low_confidence|low_evidence|culture_sensitivity,,
7550a7e1-53b3-4c4c-9e84-6f9155d9d6f9,osm:way/697653511,Historic San Isidro Catholic Church,-106.01418235380834,35.65834296370143,culture,50,75,0.55,0.6,,Ritual or religious site with strong cultural continuity.,"A church or chapel on Agua Fria Street in Agua Fria, useful for reading religious presence in the local built landscape.",A church or chapel on Agua Fria Street in Agua Fria. It is most useful for reading religious presence in the local built landscape. The point here is less a generic stop than a grounded way to read Agua Fria's landscape.,ritual_religious_site,low,,3688 Agua Fria Street,,,,database,osm_overpass,low,generated_draft,deterministic_draft,unreviewed,category_fallback,low_confidence|low_evidence|category_fallback|culture_sensitivity,,
0588595e-cdb5-41cf-9458-cf481e8d0e2f,osm:way/479921441,Holy Trinity Orthodox Church,-105.93941717202443,35.67026217481664,culture,50,75,0.55,0.6,,Ritual or religious site with strong cultural continuity.,"A place of worship on East Cordova Road in Santa Fe, useful for reading religious presence in the local built landscape.",A place of worship on East Cordova Road in Santa Fe. It is most useful for reading religious presence in the local built landscape. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.,ritual_religious_site,low,,231 East Cordova Road,,,,database,osm_overpass,low,generated_draft,deterministic_draft,unreviewed,category_fallback,low_confidence|low_evidence|category_fallback|culture_sensitivity,,
af8f32e1-7cf1-4e4e-8001-c5af9fb13399,osm:way/485751041,Kingdom Hall of Jehovah's Witnesses,-105.9999406098929,35.63528415145011,culture,50,75,0.55,0.6,,Ritual or religious site with strong cultural continuity.,"A place of worship on Vereda Baja in Santa Fe, useful for reading religious presence in the local built landscape.",A place of worship on Vereda Baja in Santa Fe. It is most useful for reading religious presence in the local built landscape. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.,ritual_religious_site,low,,3408 Vereda Baja,,,,database,osm_overpass,low,generated_draft,deterministic_draft,unreviewed,category_fallback,low_confidence|low_evidence|category_fallback|culture_sensitivity,,
700f67a0-49d4-4fae-a9c9-2c731a5f610c,osm:way/725198844,The Protestant Episcopal Church of the Holy Faith of Saint Francis of Assisi,-105.93312575549062,35.68697769234282,culture,50,75,0.55,0.6,,Ritual or religious site with strong cultural continuity.,"A place of worship on East Palace Avenue within Santa Fe's mapped historic district fabric, useful for reading religious presence in the local built landscape.",A place of worship on East Palace Avenue within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading religious presence in the local built landscape.,ritual_religious_site,low,historic_district,311 East Palace Avenue,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence|culture_sensitivity,,
4304ebb6-4f28-4126-beed-86058f51376b,osm:way/997959062,Upaya Zen Center,-105.90780446664134,35.68229907864098,culture,50,75,0.55,0.6,,Ritual or religious site with strong cultural continuity.,"A place of worship on Cerro Gordo Road within Santa Fe's mapped historic district fabric, useful for reading religious presence in the local built landscape.",A place of worship on Cerro Gordo Road within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading religious presence in the local built landscape.,ritual_religious_site,low,historic_district,1404 Cerro Gordo Road,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence|culture_sensitivity,,
098fb757-fa81-4891-9192-39f755af3056,osm:node/4698366395,A. M. Bergere House,-105.940011,35.6893375,history,50,75,0.55,0.9,Alfred M. Bergere House,Historic site with strong local landscape context.,"A historic house on Grant Avenue within Santa Fe's mapped historic district fabric, with state and national register support, useful for reading domestic architecture and older settlement patterns.",A historic house on Grant Avenue within Santa Fe's mapped historic district fabric. State and national register records both support its historic standing. The source record identifies it specifically as a historic house. It is most useful for reading domestic architecture and older settlement patterns.,historic_site,high,nrhp|state_register|historic_district|wikidata_id|wikipedia_title,135 Grant Avenue,city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties,,,database,osm_overpass|city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties|wikidata_id|wikipedia_title,high,generated_draft,deterministic_draft,unreviewed,nrhp|state_register|historic_district|wikidata_id|wikipedia_title,history_sensitivity,,
ed38f49e-e48e-428a-b31a-3beba35b048e,osm:way/461767944,Benjamin M Read House,-105.94509607459999,35.68346968215171,history,50,75,0.55,0.9,,Historic site with strong local landscape context.,"A historic house on Read Street within Santa Fe's mapped historic district fabric, with state register support, useful for reading domestic architecture and older settlement patterns.",A historic house on Read Street within Santa Fe's mapped historic district fabric. State register records support its historic standing. It is most useful for reading domestic architecture and older settlement patterns. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.,historic_site,medium,state_register|historic_district,309 Read Street,city_gis_historic_districts|nm_hpd_register_workbook,,,database,osm_overpass|city_gis_historic_districts|nm_hpd_register_workbook,medium,generated_draft,deterministic_draft,unreviewed,state_register|historic_district,history_sensitivity,,
d6ae74cc-2e61-4945-9448-92e4cea4ca6e,osm:node/4575493600,Hometown Hero,-105.938556,35.6896532,history,50,75,0.55,0.6,,An eight-foot-tall bronze statue honoring Medal of Honor recipient Sergeant First Class Leroy Petry,"A monument or memorial within Santa Fe's mapped historic district fabric, useful for reading public memory and commemorative framing in the landscape.",A monument or memorial within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. The current source description notes that it is An eight-foot-tall bronze statue honoring Medal of Honor recipient Sergeant First Class Leroy Petry. It is most useful for reading public memory and commemorative framing in the landscape.,monument_memorial,medium,historic_district|source_description_tag|source_artist,,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,medium,generated_draft,deterministic_draft,unreviewed,historic_district|source_description_tag|source_artist,history_sensitivity,,
234b0741-8ae1-47f6-84c2-046e05e72a06,osm:way/313523421,Laughlin Building,-105.93982138670182,35.6871551050504,history,50,75,0.55,0.9,,Historic site with strong local landscape context.,"A historic site on West San Francisco Street within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading older civic and settlement layers in the built environment.",A historic site on West San Francisco Street within Santa Fe's mapped historic district fabric. City historic-building data tracks it as part of the historic fabric. It is most useful for reading older civic and settlement layers in the built environment.,historic_site,medium,historic_district|historic_building_status,102 West San Francisco Street,city_gis_historic_building_status|city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status,low_confidence|low_evidence|history_sensitivity,,
77f469c5-2786-49f3-8a5e-672189687c79,osm:node/4700306590,Mr and Mrs William Field Residence,-105.9227525,35.6808216,history,50,75,0.55,0.9,,Historic site with strong local landscape context.,"A historic site on Cerro Gordo Road within Santa Fe's mapped historic district fabric, with state register support, useful for reading older civic and settlement layers in the built environment.",A historic site on Cerro Gordo Road within Santa Fe's mapped historic district fabric. State register records support its historic standing. The source record identifies it specifically as a historic house. It is most useful for reading older civic and settlement layers in the built environment.,historic_site,medium,state_register|historic_district,2 Cerro Gordo Road,city_gis_historic_districts|nm_hpd_register_workbook,,,database,osm_overpass|city_gis_historic_districts|nm_hpd_register_workbook,medium,generated_draft,deterministic_draft,unreviewed,state_register|historic_district,history_sensitivity,,
bdd65a31-872a-4573-be42-138efe96e5c0,osm:node/6534336589,Settler's Monument,-105.936119,35.6869384,history,50,75,0.55,0.6,,Monument or memorial with strong public memory value.,"A public statue within Santa Fe's mapped historic district fabric, useful for reading public memory and commemorative framing in the landscape.",A public statue within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. The source record identifies the work as a statue. It is most useful for reading public memory and commemorative framing in the landscape.,monument_memorial,medium,historic_district|source_artist|wikidata_id,,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts|wikidata_id,high,generated_draft,deterministic_draft,unreviewed,historic_district|source_artist|wikidata_id,history_sensitivity,,
347f247b-7538-4c79-bbfe-a98ca0cdf2ff,osm:relation/6991591,Larragoite Park,-105.9670777,35.67643940000001,scenic,50,75,0.75,0.6,,Landscape access point with ecological or scenic value.,"A park on Avenida Cristobal Colon in Santa Fe, useful for reading everyday open space, terrain, and neighborhood use on the ground.","A park on Avenida Cristobal Colon in Santa Fe. The current record treats it as a park or open-space resource. It is most useful for reading everyday open space, terrain, and neighborhood use on the ground.",trail_river_access,medium,wikidata_id,1464 Avenida Cristobal Colon,,,,database,osm_overpass|wikidata_id,medium,generated_draft,deterministic_draft,unreviewed,wikidata_id,,,
5a8f3089-bb5b-4453-9702-b6f9abbffd0b,osm:way/461791452,Orlando Fernandez Park,-105.94894141865288,35.67827873374698,scenic,50,75,0.75,0.6,,Landscape access point with ecological or scenic value.,"A park on West Buena Vista Street in Santa Fe, useful for reading everyday open space, terrain, and neighborhood use on the ground.","A park on West Buena Vista Street in Santa Fe. The current record treats it as a park or open-space resource. It is most useful for reading everyday open space, terrain, and neighborhood use on the ground.",trail_river_access,medium,wikidata_id,West Buena Vista Street,,,,database,osm_overpass|wikidata_id,medium,generated_draft,deterministic_draft,unreviewed,wikidata_id,,,
d8a93260-8fc4-489b-b412-6e2556290b85,osm:node/357599537,Sun Mountain,-105.9123079,35.6592262,scenic,50,75,0.55,0.9,,Landscape feature with clear scenic or ecological legibility.,"A mountain peak within Santa Fe's mapped historic district fabric, useful for reading topography, basin settlement, and long views across the city.","A mountain peak within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. The current record identifies it as a named peak. It is most useful for reading topography, basin settlement, and long views across the city.",landscape_feature,medium,historic_district|wikidata_id,,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts|wikidata_id,medium,generated_draft,deterministic_draft,unreviewed,historic_district|wikidata_id,,,
ef7df0a3-fd67-4488-a8d6-ca3045393f21,osm:node/4576173952,Alexandra Stevens Gallery of Fine Art,-105.9242965,35.6800219,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery on Canyon Road within Santa Fe's mapped historic district fabric, useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.",A gallery on Canyon Road within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.,gallery_art_space,low,historic_district,820 Canyon Road,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
c3ca24af-408a-4ca1-9326-be4cbd6c8dfc,osm:node/4743367994,Chuck Jones Studio Gallery,-105.940292,35.6865482,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery within Santa Fe's mapped historic district fabric. City historic-building data tracks it as part of the historic fabric. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,medium,historic_district|historic_building_status|wikidata_id,,city_gis_historic_building_status|city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts|wikidata_id,medium,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status|wikidata_id,,,
d9a60b8f-fd37-4d1e-bc52-0bd6724b2131,osm:node/11009407830,Impressions,-105.940422,35.6870627,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Galisteo Street within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery or art space on Galisteo Street within Santa Fe's mapped historic district fabric. City historic-building data tracks it as part of the historic fabric. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,medium,historic_district|historic_building_status,112 Galisteo Street,city_gis_historic_building_status|city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status,low_confidence|low_evidence,,
8dd4c4bc-6cfc-4da8-b721-ffd3a25552ad,osm:node/4578334593,James Roybal Fine Art,-105.9342975,35.6835053,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Paseo de Peralta within Santa Fe's mapped historic district fabric, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery or art space on Paseo de Peralta within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,low,historic_district,924 Paseo de Peralta,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
9193d9b2-356b-4847-9abe-ab514d5a49e4,osm:node/4578334596,McCreery Jordan Fine Art,-105.9343607,35.6833375,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Paseo de Peralta within Santa Fe's mapped historic district fabric, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery or art space on Paseo de Peralta within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,low,historic_district,924 Paseo de Peralta,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
2e0cf84e-3098-4fb2-b32a-b64d81c28ab7,osm:node/4576173965,Misfits on Canyon Road,-105.9239837,35.6803442,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Canyon Road within Santa Fe's mapped historic district fabric, useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.",A gallery or art space on Canyon Road within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.,gallery_art_space,low,historic_district,821 Canyon Road,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
156cea1e-5ea8-4b6f-82d0-b5e1a5940bc1,osm:node/11270781098,Peaceful Wind Fine Asian Art,-105.9403256,35.6876215,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on West San Francisco Street within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery or art space on West San Francisco Street within Santa Fe's mapped historic district fabric. City historic-building data tracks it as part of the historic fabric. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,medium,historic_district|historic_building_status,129 West San Francisco Street,city_gis_historic_building_status|city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status,low_confidence|low_evidence,,
de9d8bf3-1257-4f48-8957-101c49df2828,osm:way/461735611,Santa Fe Trails Fine Art,-105.93814424974437,35.68585028987107,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Old Santa Fe Trail within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery or art space on Old Santa Fe Trail within Santa Fe's mapped historic district fabric. City historic-building data tracks it as part of the historic fabric. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,medium,historic_district|historic_building_status,200 Old Santa Fe Trail,city_gis_historic_building_status|city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status,low_confidence|low_evidence,,
f32f9e46-af2d-4a12-bb6e-daaa3e60e75d,osm:node/10950870123,Sara Miller Contemporary Art Gallery,-105.9974142,35.6135523,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery on Oshara Boulevard in Santa Fe, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery on Oshara Boulevard in Santa Fe. It is most useful for reading the commercial and cultural density created by clustered gallery space. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.,gallery_art_space,low,,46 Oshara Boulevard,,,,database,osm_overpass,low,generated_draft,deterministic_draft,unreviewed,category_fallback,low_confidence|low_evidence|category_fallback,,
2b986946-c51a-408e-94b0-09d53f8d5f62,osm:node/4578345319,Steve Elmore Indian Art,-105.9337139,35.6855632,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Paseo de Peralta within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery or art space on Paseo de Peralta within Santa Fe's mapped historic district fabric. City historic-building data tracks it as part of the historic fabric. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,medium,historic_district|historic_building_status,839 Paseo de Peralta,city_gis_historic_building_status|city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status,low_confidence|low_evidence,,
a06fed67-c68e-4098-98c9-b0b8b0770c6c,osm:node/4576222502,The Globe Gallery,-105.9249759,35.6806463,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery on Canyon Road within Santa Fe's mapped historic district fabric, useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.",A gallery on Canyon Road within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.,gallery_art_space,low,historic_district,727 Canyon Road,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
17635db9-8a54-4670-8a3a-4363a1924b83,osm:way/462384940,Ventana Fine Art,-105.93250450476745,35.68277871110086,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Canyon Road within Santa Fe's mapped historic district fabric, useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.",A gallery or art space on Canyon Road within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.,gallery_art_space,low,historic_district,400 Canyon Road,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
ae6015e9-ea2c-4bb3-ae0d-6cf33ae8aee8,osm:node/4576232041,Vivo Contemporary,-105.9253804,35.6807712,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Canyon Road within Santa Fe's mapped historic district fabric, useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.",A gallery or art space on Canyon Road within Santa Fe's mapped historic district fabric. City mapping places it within a historic district. It is most useful for reading the gallery corridor that gives Canyon Road its cumulative cultural density.,gallery_art_space,low,historic_district,725 Canyon Road,city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district,low_confidence|low_evidence,,
65b89ce7-da92-4bbe-9a83-b0f6d7ed905a,osm:node/10172588564,Windsor Betts Art Brokerage,-105.9410425,35.6862335,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery or art space on Galisteo Street within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery or art space on Galisteo Street within Santa Fe's mapped historic district fabric. City historic-building data tracks it as part of the historic fabric. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,medium,historic_district|historic_building_status,217 Galisteo Street,city_gis_historic_building_status|city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status,low_confidence|low_evidence,,
de56b494-e3c2-40ad-9949-8b5edd4c04c5,osm:relation/6819995,Worrell Gallery,-105.9373883,35.68768194999999,art,50,72.5,0.9,0.6,,Art space with strong corridor-level cultural identity.,"A gallery on Washington Avenue within Santa Fe's mapped historic district fabric, with city historic-building support, useful for reading the commercial and cultural density created by clustered gallery space.",A gallery on Washington Avenue within Santa Fe's mapped historic district fabric. City historic-building data tracks it as part of the historic fabric. It is most useful for reading the commercial and cultural density created by clustered gallery space.,gallery_art_space,medium,historic_district|historic_building_status,103 Washington Avenue,city_gis_historic_building_status|city_gis_historic_districts,,,database,osm_overpass|city_gis_historic_building_status|city_gis_historic_districts,low,generated_draft,deterministic_draft,unreviewed,historic_district|historic_building_status,low_confidence|low_evidence,,
4264ec14-42da-4e34-b393-5238f7a81a63,osm:node/13427348617,Agua Fria Fire Camera,-106.0147785,35.6671902,civic,50,72.5,0.55,0.9,,"Infrastructure trace that reveals labor, circulation, or water systems.","A civic infrastructure trace in Santa Fe, useful for reading the infrastructural systems that organized movement and public space.",A civic infrastructure trace in Santa Fe. It is most useful for reading the infrastructural systems that organized movement and public space. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.,infrastructure_landmark,low,,,,,,database,osm_overpass,low,generated_draft,deterministic_draft,unreviewed,category_fallback,low_confidence|low_evidence|category_fallback|civic_sensitivity,,
4d88ffed-8feb-4324-b759-0e93394df79a,osm:way/668347190,Buckman Direct Diversion Water Treatment Plant,-106.0792912025028,35.694697725053956,civic,50,72.5,0.55,0.9,,"Infrastructure trace that reveals labor, circulation, or water systems.","A civic infrastructure trace on Caja del Rio Road in Santa Fe, useful for reading the infrastructural systems that organized movement and public space.",A civic infrastructure trace on Caja del Rio Road in Santa Fe. It is most useful for reading the infrastructural systems that organized movement and public space. The point here is less a generic stop than a grounded way to read Santa Fe's landscape.,infrastructure_landmark,low,,341 Caja del Rio Road,,,,database,osm_overpass,low,generated_draft,deterministic_draft,unreviewed,category_fallback,low_confidence|low_evidence|category_fallback|civic_sensitivity,,
